spec_id,variant_id,spec_type,spec_name,spec_value,unit_of_measure
3842,433,technical,Length,21.1,various
3843,433,technical,Width,4.49,various
3844,433,technical,Reduction,0.7336296,various
3845,433,technical,Shape,Princess,various
3846,433,technical,Diamond Size(Princes) mm,4.4,various
3847,433,technical,Diamond Count(Princes),1.0,various
3848,434,technical,SKU Code,S R-19003(0.50),various
3849,434,technical,Diamond Wt,0.62,various
3850,434,technical,Volume,233.7,various
3851,434,technical,Casting wt.,3.6690899999999993,various
3852,434,technical,18KT wt.(Gm),2.9352719999999994,various
3853,434,technical,Length,21.1,various
3854,434,technical,Width,5.07,various
3855,434,technical,Reduction,0.7338179999999999,various
3856,434,technical,Shape,Cushion,various
3857,434,technical,Diamond Size(Cushion) mm,4.9,various
3858,434,technical,Diamond Count(Cushion),1.0,various
3859,435,technical,SKU Code,S R-19003(0.50),various
3860,435,technical,Diamond Wt,0.62,various
3861,435,technical,Volume,233.7,various
3862,435,technical,Casting wt.,3.6690899999999993,various
3863,435,technical,18KT wt.(Gm),2.9352719999999994,various
3864,435,technical,Length,21.1,various
3865,435,technical,Width,5.07,various
3866,435,technical,Reduction,0.7338179999999999,various
3867,435,technical,Shape,Cushion,various
3868,435,technical,Diamond Size(Cushion) mm,4.9,various
3869,435,technical,Diamond Count(Cushion),1.0,various
3870,436,technical,SKU Code,S R-19003(0.50),various
3871,436,technical,Diamond Wt,0.62,various
3872,436,technical,Volume,233.7,various
3873,436,technical,Casting wt.,3.6690899999999993,various
3874,436,technical,18KT wt.(Gm),2.9352719999999994,various
3875,436,technical,Length,21.1,various
3876,436,technical,Width,5.07,various
3877,436,technical,Reduction,0.7338179999999999,various
3878,436,technical,Shape,Cushion,various
3879,436,technical,Diamond Size(Cushion) mm,4.9,various
3880,436,technical,Diamond Count(Cushion),1.0,various
3881,437,technical,SKU Code,S R-19003(0.50),various
3882,437,technical,Diamond Wt,0.62,various
3883,437,technical,Volume,233.7,various
3884,437,technical,Casting wt.,3.6690899999999993,various
3885,437,technical,18KT wt.(Gm),2.9352719999999994,various
3886,437,technical,Length,21.1,various
3887,437,technical,Width,5.07,various
3888,437,technical,Reduction,0.7338179999999999,various
3889,437,technical,Shape,Cushion,various
3890,437,technical,Diamond Size(Cushion) mm,4.9,various
3891,437,technical,Diamond Count(Cushion),1.0,various
3892,438,technical,SKU Code,S R-19003(0.50),various
3893,438,technical,Diamond Wt,0.62,various
3894,438,technical,Volume,233.7,various
3895,438,technical,Casting wt.,3.6690899999999993,various
3896,438,technical,18KT wt.(Gm),2.9352719999999994,various
3897,438,technical,Length,21.1,various
3898,438,technical,Width,5.07,various
3899,438,technical,Reduction,0.7338179999999999,various
3900,438,technical,Shape,Cushion,various
3901,438,technical,Diamond Size(Cushion) mm,4.9,various
3902,438,technical,Diamond Count(Cushion),1.0,various
3903,439,technical,SKU Code,S R-19003(0.50),various
3904,439,technical,Diamond Wt,0.62,various
3905,439,technical,Volume,233.7,various
3906,439,technical,Casting wt.,3.6690899999999993,various
3907,439,technical,18KT wt.(Gm),2.9352719999999994,various
3908,439,technical,Length,21.1,various
3909,439,technical,Width,5.07,various
3910,439,technical,Reduction,0.7338179999999999,various
3911,439,technical,Shape,Cushion,various
3912,439,technical,Diamond Size(Cushion) mm,4.9,various
3913,439,technical,Diamond Count(Cushion),1.0,various
3914,440,technical,SKU Code,S R-19003(0.50),various
3915,440,technical,Diamond Wt,0.62,various
3916,440,technical,Volume,233.7,various
3917,440,technical,Casting wt.,3.6690899999999993,various
3918,440,technical,18KT wt.(Gm),2.9352719999999994,various
3919,440,technical,Length,21.1,various
3920,440,technical,Width,5.07,various
3921,440,technical,Reduction,0.7338179999999999,various
3922,440,technical,Shape,Cushion,various
3923,440,technical,Diamond Size(Cushion) mm,4.9,various
3924,440,technical,Diamond Count(Cushion),1.0,various
3925,441,technical,SKU Code,S R-19003(0.50),various
3926,441,technical,Diamond Wt,0.62,various
3927,441,technical,Volume,233.7,various
3928,441,technical,Casting wt.,3.6690899999999993,various
3929,441,technical,18KT wt.(Gm),2.9352719999999994,various
3930,441,technical,Length,21.1,various
3931,441,technical,Width,5.07,various
3932,441,technical,Reduction,0.7338179999999999,various
3933,441,technical,Shape,Cushion,various
3934,441,technical,Diamond Size(Cushion) mm,4.9,various
3935,441,technical,Diamond Count(Cushion),1.0,various
3936,442,technical,SKU Code,S R-19003(0.50),various
3937,442,technical,Diamond Wt,0.62,various
3938,442,technical,Volume,233.7,various
3939,442,technical,Casting wt.,3.6690899999999993,various
3940,442,technical,18KT wt.(Gm),2.9352719999999994,various
3941,442,technical,Length,21.1,various
3942,442,technical,Width,5.07,various
3943,442,technical,Reduction,0.7338179999999999,various
3944,442,technical,Shape,Cushion,various
3945,442,technical,Diamond Size(Cushion) mm,4.9,various
3946,442,technical,Diamond Count(Cushion),1.0,various
3947,443,technical,SKU Code,S R-19003(0.50),various
3948,443,technical,Diamond Wt,0.62,various
3949,443,technical,Volume,233.7,various
3950,443,technical,Casting wt.,3.6690899999999993,various
3951,443,technical,18KT wt.(Gm),2.9352719999999994,various
3952,443,technical,Length,21.1,various
3953,443,technical,Width,5.07,various
3954,443,technical,Reduction,0.7338179999999999,various
3955,443,technical,Shape,Cushion,various
3956,443,technical,Diamond Size(Cushion) mm,4.9,various
3957,443,technical,Diamond Count(Cushion),1.0,various
3958,444,technical,SKU Code,S R-19003(0.50),various
3959,444,technical,Diamond Wt,0.62,various
3960,444,technical,Volume,233.7,various
3961,444,technical,Casting wt.,3.6690899999999993,various
3962,444,technical,18KT wt.(Gm),2.9352719999999994,various
3963,444,technical,Length,21.1,various
3964,444,technical,Width,5.07,various
3965,444,technical,Reduction,0.7338179999999999,various
3966,444,technical,Shape,Cushion,various
3967,444,technical,Diamond Size(Cushion) mm,4.9,various
3968,444,technical,Diamond Count(Cushion),1.0,various
3969,445,technical,SKU Code,S R-19003(0.50),various
3970,445,technical,Diamond Wt,0.62,various
3971,445,technical,Volume,233.7,various
3972,445,technical,Casting wt.,3.6690899999999993,various
3973,445,technical,18KT wt.(Gm),2.9352719999999994,various
3974,445,technical,Length,21.1,various
3975,445,technical,Width,5.07,various
3976,445,technical,Reduction,0.7338179999999999,various
3977,445,technical,Shape,Cushion,various
3978,445,technical,Diamond Size(Cushion) mm,4.9,various
3979,445,technical,Diamond Count(Cushion),1.0,various
3980,446,technical,SKU Code,S R-19004(0.50),various
3981,446,technical,Diamond Wt,0.36,various
3982,446,technical,Volume,231.98,various
3983,446,technical,Casting wt.,3.642086,various
3984,446,technical,18KT wt.(Gm),2.9136687999999995,various
3985,446,technical,Length,21.1,various
3986,446,technical,Width,6.01,various
3987,446,technical,Reduction,0.7284172,various
3988,446,technical,Shape,Oval,various
3989,446,technical,Diamond Size(Oval) mm,6 * 4,various
3990,446,technical,Diamond Count(Oval),1.0,various
3991,447,technical,SKU Code,S R-19004(0.50),various
3992,447,technical,Diamond Wt,0.36,various
3993,447,technical,Volume,231.98,various
3994,447,technical,Casting wt.,3.642086,various
3995,447,technical,18KT wt.(Gm),2.9136687999999995,various
3996,447,technical,Length,21.1,various
3997,447,technical,Width,6.01,various
3998,447,technical,Reduction,0.7284172,various
3999,447,technical,Shape,Oval,various
4000,447,technical,Diamond Size(Oval) mm,6 * 4,various
4001,447,technical,Diamond Count(Oval),1.0,various
4002,448,technical,SKU Code,S R-19004(0.50),various
4003,448,technical,Diamond Wt,0.36,various
4004,448,technical,Volume,231.98,various
4005,448,technical,Casting wt.,3.642086,various
4006,448,technical,18KT wt.(Gm),2.9136687999999995,various
4007,448,technical,Length,21.1,various
4008,448,technical,Width,6.01,various
4009,448,technical,Reduction,0.7284172,various
4010,448,technical,Shape,Oval,various
4011,448,technical,Diamond Size(Oval) mm,6 * 4,various
4012,448,technical,Diamond Count(Oval),1.0,various
4013,449,technical,SKU Code,S R-19004(0.50),various
4014,449,technical,Diamond Wt,0.36,various
4015,449,technical,Volume,231.98,various
4016,449,technical,Casting wt.,3.642086,various
4017,449,technical,18KT wt.(Gm),2.9136687999999995,various
4018,449,technical,Length,21.1,various
4019,449,technical,Width,6.01,various
4020,449,technical,Reduction,0.7284172,various
4021,449,technical,Shape,Oval,various
4022,449,technical,Diamond Size(Oval) mm,6 * 4,various
4023,449,technical,Diamond Count(Oval),1.0,various
4024,450,technical,SKU Code,S R-19004(0.50),various
4025,450,technical,Diamond Wt,0.36,various
4026,450,technical,Volume,231.98,various
4027,450,technical,Casting wt.,3.642086,various
4028,450,technical,18KT wt.(Gm),2.9136687999999995,various
4029,450,technical,Length,21.1,various
4030,450,technical,Width,6.01,various
4031,450,technical,Reduction,0.7284172,various
4032,450,technical,Shape,Oval,various
4033,450,technical,Diamond Size(Oval) mm,6 * 4,various
4034,450,technical,Diamond Count(Oval),1.0,various
4035,451,technical,SKU Code,S R-19004(0.50),various
4036,451,technical,Diamond Wt,0.36,various
4037,451,technical,Volume,231.98,various
4038,451,technical,Casting wt.,3.642086,various
4039,451,technical,18KT wt.(Gm),2.9136687999999995,various
4040,451,technical,Length,21.1,various
4041,451,technical,Width,6.01,various
4042,451,technical,Reduction,0.7284172,various
4043,451,technical,Shape,Oval,various
4044,451,technical,Diamond Size(Oval) mm,6 * 4,various
4045,451,technical,Diamond Count(Oval),1.0,various
4046,452,technical,SKU Code,S R-19004(0.50),various
4047,452,technical,Diamond Wt,0.36,various
4048,452,technical,Volume,231.98,various
4049,452,technical,Casting wt.,3.642086,various
4050,452,technical,18KT wt.(Gm),2.9136687999999995,various
4051,452,technical,Length,21.1,various
4052,452,technical,Width,6.01,various
4053,452,technical,Reduction,0.7284172,various
4054,452,technical,Shape,Oval,various
4055,452,technical,Diamond Size(Oval) mm,6 * 4,various
4056,452,technical,Diamond Count(Oval),1.0,various
4057,453,technical,SKU Code,S R-19004(0.50),various
4058,453,technical,Diamond Wt,0.36,various
4059,453,technical,Volume,231.98,various
4060,453,technical,Casting wt.,3.642086,various
4061,453,technical,18KT wt.(Gm),2.9136687999999995,various
4062,453,technical,Length,21.1,various
4063,453,technical,Width,6.01,various
4064,453,technical,Reduction,0.7284172,various
4065,453,technical,Shape,Oval,various
4066,453,technical,Diamond Size(Oval) mm,6 * 4,various
4067,453,technical,Diamond Count(Oval),1.0,various
4068,454,technical,SKU Code,S R-19004(0.50),various
4069,454,technical,Diamond Wt,0.36,various
4070,454,technical,Volume,231.98,various
4071,454,technical,Casting wt.,3.642086,various
4072,454,technical,18KT wt.(Gm),2.9136687999999995,various
4073,454,technical,Length,21.1,various
4074,454,technical,Width,6.01,various
4075,454,technical,Reduction,0.7284172,various
4076,454,technical,Shape,Oval,various
4077,454,technical,Diamond Size(Oval) mm,6 * 4,various
4078,454,technical,Diamond Count(Oval),1.0,various
4079,455,technical,SKU Code,S R-19004(0.50),various
4080,455,technical,Diamond Wt,0.36,various
4081,455,technical,Volume,231.98,various
4082,455,technical,Casting wt.,3.642086,various
4083,455,technical,18KT wt.(Gm),2.9136687999999995,various
4084,455,technical,Length,21.1,various
4085,455,technical,Width,6.01,various
4086,455,technical,Reduction,0.7284172,various
4087,455,technical,Shape,Oval,various
4088,455,technical,Diamond Size(Oval) mm,6 * 4,various
4089,455,technical,Diamond Count(Oval),1.0,various
4090,456,technical,SKU Code,S R-19004(0.50),various
4091,456,technical,Diamond Wt,0.36,various
4092,456,technical,Volume,231.98,various
4093,456,technical,Casting wt.,3.642086,various
4094,456,technical,18KT wt.(Gm),2.9136687999999995,various
4095,456,technical,Length,21.1,various
4096,456,technical,Width,6.01,various
4097,456,technical,Reduction,0.7284172,various
4098,456,technical,Shape,Oval,various
4099,456,technical,Diamond Size(Oval) mm,6 * 4,various
4100,456,technical,Diamond Count(Oval),1.0,various
4101,457,technical,SKU Code,S R-19004(0.50),various
4102,457,technical,Diamond Wt,0.36,various
4103,457,technical,Volume,231.98,various
4104,457,technical,Casting wt.,3.642086,various
4105,457,technical,18KT wt.(Gm),2.9136687999999995,various
4106,457,technical,Length,21.1,various
4107,457,technical,Width,6.01,various
4108,457,technical,Reduction,0.7284172,various
4109,457,technical,Shape,Oval,various
4110,457,technical,Diamond Size(Oval) mm,6 * 4,various
4111,457,technical,Diamond Count(Oval),1.0,various
4112,458,technical,SKU Code,S R-19005(0.50),various
4113,458,technical,Diamond Wt,0.56,various
4114,458,technical,Volume,231.3,various
4115,458,technical,Casting wt.,3.63141,various
4116,458,technical,18KT wt.(Gm),2.905128,various
4117,458,technical,Length,21.1,various
4118,458,technical,Width,6.05,various
4119,458,technical,Reduction,0.726282,various
4120,458,technical,Shape,Emerald,various
4121,458,technical,Diamond Size(Emerald) mm,6 * 4,various
4122,458,technical,Diamond Count(Emerald),1.0,various
4123,459,technical,SKU Code,S R-19005(0.50),various
4124,459,technical,Diamond Wt,0.56,various
4125,459,technical,Volume,231.3,various
4126,459,technical,Casting wt.,3.63141,various
4127,459,technical,18KT wt.(Gm),2.905128,various
4128,459,technical,Length,21.1,various
4129,459,technical,Width,6.05,various
4130,459,technical,Reduction,0.726282,various
4131,459,technical,Shape,Emerald,various
4132,459,technical,Diamond Size(Emerald) mm,6 * 4,various
4133,459,technical,Diamond Count(Emerald),1.0,various
4134,460,technical,SKU Code,S R-19005(0.50),various
4135,460,technical,Diamond Wt,0.56,various
4136,460,technical,Volume,231.3,various
4137,460,technical,Casting wt.,3.63141,various
4138,460,technical,18KT wt.(Gm),2.905128,various
4139,460,technical,Length,21.1,various
4140,460,technical,Width,6.05,various
4141,460,technical,Reduction,0.726282,various
4142,460,technical,Shape,Emerald,various
4143,460,technical,Diamond Size(Emerald) mm,6 * 4,various
4144,460,technical,Diamond Count(Emerald),1.0,various
4145,461,technical,SKU Code,S R-19005(0.50),various
4146,461,technical,Diamond Wt,0.56,various
4147,461,technical,Volume,231.3,various
4148,461,technical,Casting wt.,3.63141,various
4149,461,technical,18KT wt.(Gm),2.905128,various
4150,461,technical,Length,21.1,various
4151,461,technical,Width,6.05,various
4152,461,technical,Reduction,0.726282,various
4153,461,technical,Shape,Emerald,various
4154,461,technical,Diamond Size(Emerald) mm,6 * 4,various
4155,461,technical,Diamond Count(Emerald),1.0,various
4156,462,technical,SKU Code,S R-19005(0.50),various
4157,462,technical,Diamond Wt,0.56,various
4158,462,technical,Volume,231.3,various
4159,462,technical,Casting wt.,3.63141,various
4160,462,technical,18KT wt.(Gm),2.905128,various
4161,462,technical,Length,21.1,various
4162,462,technical,Width,6.05,various
4163,462,technical,Reduction,0.726282,various
4164,462,technical,Shape,Emerald,various
4165,462,technical,Diamond Size(Emerald) mm,6 * 4,various
4166,462,technical,Diamond Count(Emerald),1.0,various
4167,463,technical,SKU Code,S R-19005(0.50),various
4168,463,technical,Diamond Wt,0.56,various
4169,463,technical,Volume,231.3,various
4170,463,technical,Casting wt.,3.63141,various
4171,463,technical,18KT wt.(Gm),2.905128,various
4172,463,technical,Length,21.1,various
4173,463,technical,Width,6.05,various
4174,463,technical,Reduction,0.726282,various
4175,463,technical,Shape,Emerald,various
4176,463,technical,Diamond Size(Emerald) mm,6 * 4,various
4177,463,technical,Diamond Count(Emerald),1.0,various
4178,464,technical,SKU Code,S R-19005(0.50),various
4179,464,technical,Diamond Wt,0.56,various
4180,464,technical,Volume,231.3,various
4181,464,technical,Casting wt.,3.63141,various
4182,464,technical,18KT wt.(Gm),2.905128,various
4183,464,technical,Length,21.1,various
4184,464,technical,Width,6.05,various
4185,464,technical,Reduction,0.726282,various
4186,464,technical,Shape,Emerald,various
4187,464,technical,Diamond Size(Emerald) mm,6 * 4,various
4188,464,technical,Diamond Count(Emerald),1.0,various
4189,465,technical,SKU Code,S R-19005(0.50),various
4190,465,technical,Diamond Wt,0.56,various
4191,465,technical,Volume,231.3,various
4192,465,technical,Casting wt.,3.63141,various
4193,465,technical,18KT wt.(Gm),2.905128,various
4194,465,technical,Length,21.1,various
4195,465,technical,Width,6.05,various
4196,465,technical,Reduction,0.726282,various
4197,465,technical,Shape,Emerald,various
4198,465,technical,Diamond Size(Emerald) mm,6 * 4,various
4199,465,technical,Diamond Count(Emerald),1.0,various
4200,466,technical,SKU Code,S R-19005(0.50),various
4201,466,technical,Diamond Wt,0.56,various
4202,466,technical,Volume,231.3,various
4203,466,technical,Casting wt.,3.63141,various
4204,466,technical,18KT wt.(Gm),2.905128,various
4205,466,technical,Length,21.1,various
4206,466,technical,Width,6.05,various
4207,466,technical,Reduction,0.726282,various
4208,466,technical,Shape,Emerald,various
4209,466,technical,Diamond Size(Emerald) mm,6 * 4,various
4210,466,technical,Diamond Count(Emerald),1.0,various
4211,467,technical,SKU Code,S R-19005(0.50),various
4212,467,technical,Diamond Wt,0.56,various
4213,467,technical,Volume,231.3,various
4214,467,technical,Casting wt.,3.63141,various
4215,467,technical,18KT wt.(Gm),2.905128,various
4216,467,technical,Length,21.1,various
4217,467,technical,Width,6.05,various
4218,467,technical,Reduction,0.726282,various
4219,467,technical,Shape,Emerald,various
4220,467,technical,Diamond Size(Emerald) mm,6 * 4,various
4221,467,technical,Diamond Count(Emerald),1.0,various
4222,468,technical,SKU Code,S R-19005(0.50),various
4223,468,technical,Diamond Wt,0.56,various
4224,468,technical,Volume,231.3,various
4225,468,technical,Casting wt.,3.63141,various
4226,468,technical,18KT wt.(Gm),2.905128,various
4227,468,technical,Length,21.1,various
4228,468,technical,Width,6.05,various
4229,468,technical,Reduction,0.726282,various
4230,468,technical,Shape,Emerald,various
4231,468,technical,Diamond Size(Emerald) mm,6 * 4,various
4232,468,technical,Diamond Count(Emerald),1.0,various
4233,469,technical,SKU Code,S R-19005(0.50),various
4234,469,technical,Diamond Wt,0.56,various
4235,469,technical,Volume,231.3,various
4236,469,technical,Casting wt.,3.63141,various
4237,469,technical,18KT wt.(Gm),2.905128,various
4238,469,technical,Length,21.1,various
4239,469,technical,Width,6.05,various
4240,469,technical,Reduction,0.726282,various
4241,469,technical,Shape,Emerald,various
4242,469,technical,Diamond Size(Emerald) mm,6 * 4,various
4243,469,technical,Diamond Count(Emerald),1.0,various
4244,470,technical,SKU Code,S R-19007(0.50),various
4245,470,technical,Diamond Wt,0.66,various
4246,470,technical,Volume,234.68,various
4247,470,technical,Casting wt.,3.684476,various
4248,470,technical,18KT wt.(Gm),2.9475808,various
4249,470,technical,Length,21.1,various
4250,470,technical,Width,6.04,various
4251,470,technical,Reduction,0.7368952,various
4252,470,technical,Shape,Radiant,various
4253,470,technical,Diamond Size(Radiant) mm,6 * 4,various
4254,470,technical,Diamond Count(Radiant),1.0,various
4255,471,technical,SKU Code,S R-19007(0.50),various
4256,471,technical,Diamond Wt,0.66,various
4257,471,technical,Volume,234.68,various
4258,471,technical,Casting wt.,3.684476,various
4259,471,technical,18KT wt.(Gm),2.9475808,various
4260,471,technical,Length,21.1,various
4261,471,technical,Width,6.04,various
4262,471,technical,Reduction,0.7368952,various
4263,471,technical,Shape,Radiant,various
4264,471,technical,Diamond Size(Radiant) mm,6 * 4,various
4265,471,technical,Diamond Count(Radiant),1.0,various
4266,472,technical,SKU Code,S R-19007(0.50),various
4267,472,technical,Diamond Wt,0.66,various
4268,472,technical,Volume,234.68,various
4269,472,technical,Casting wt.,3.684476,various
4270,472,technical,18KT wt.(Gm),2.9475808,various
4271,472,technical,Length,21.1,various
4272,472,technical,Width,6.04,various
4273,472,technical,Reduction,0.7368952,various
4274,472,technical,Shape,Radiant,various
4275,472,technical,Diamond Size(Radiant) mm,6 * 4,various
4276,472,technical,Diamond Count(Radiant),1.0,various
4277,473,technical,SKU Code,S R-19007(0.50),various
4278,473,technical,Diamond Wt,0.66,various
4279,473,technical,Volume,234.68,various
4280,473,technical,Casting wt.,3.684476,various
4281,473,technical,18KT wt.(Gm),2.9475808,various
4282,473,technical,Length,21.1,various
4283,473,technical,Width,6.04,various
4284,473,technical,Reduction,0.7368952,various
4285,473,technical,Shape,Radiant,various
4286,473,technical,Diamond Size(Radiant) mm,6 * 4,various
4287,473,technical,Diamond Count(Radiant),1.0,various
4288,474,technical,SKU Code,S R-19007(0.50),various
4289,474,technical,Diamond Wt,0.66,various
4290,474,technical,Volume,234.68,various
4291,474,technical,Casting wt.,3.684476,various
4292,474,technical,18KT wt.(Gm),2.9475808,various
4293,474,technical,Length,21.1,various
4294,474,technical,Width,6.04,various
4295,474,technical,Reduction,0.7368952,various
4296,474,technical,Shape,Radiant,various
4297,474,technical,Diamond Size(Radiant) mm,6 * 4,various
4298,474,technical,Diamond Count(Radiant),1.0,various
4299,475,technical,SKU Code,S R-19007(0.50),various
4300,475,technical,Diamond Wt,0.66,various
4301,475,technical,Volume,234.68,various
4302,475,technical,Casting wt.,3.684476,various
4303,475,technical,18KT wt.(Gm),2.9475808,various
4304,475,technical,Length,21.1,various
4305,475,technical,Width,6.04,various
4306,475,technical,Reduction,0.7368952,various
4307,475,technical,Shape,Radiant,various
4308,475,technical,Diamond Size(Radiant) mm,6 * 4,various
4309,475,technical,Diamond Count(Radiant),1.0,various
4310,476,technical,SKU Code,S R-19007(0.50),various
4311,476,technical,Diamond Wt,0.66,various
4312,476,technical,Volume,234.68,various
4313,476,technical,Casting wt.,3.684476,various
4314,476,technical,18KT wt.(Gm),2.9475808,various
4315,476,technical,Length,21.1,various
4316,476,technical,Width,6.04,various
4317,476,technical,Reduction,0.7368952,various
4318,476,technical,Shape,Radiant,various
4319,476,technical,Diamond Size(Radiant) mm,6 * 4,various
4320,476,technical,Diamond Count(Radiant),1.0,various
4321,477,technical,SKU Code,S R-19007(0.50),various
4322,477,technical,Diamond Wt,0.66,various
4323,477,technical,Volume,234.68,various
4324,477,technical,Casting wt.,3.684476,various
4325,477,technical,18KT wt.(Gm),2.9475808,various
4326,477,technical,Length,21.1,various
4327,477,technical,Width,6.04,various
4328,477,technical,Reduction,0.7368952,various
4329,477,technical,Shape,Radiant,various
4330,477,technical,Diamond Size(Radiant) mm,6 * 4,various
4331,477,technical,Diamond Count(Radiant),1.0,various
4332,478,technical,SKU Code,S R-19007(0.50),various
4333,478,technical,Diamond Wt,0.66,various
4334,478,technical,Volume,234.68,various
4335,478,technical,Casting wt.,3.684476,various
4336,478,technical,18KT wt.(Gm),2.9475808,various
4337,478,technical,Length,21.1,various
4338,478,technical,Width,6.04,various
4339,478,technical,Reduction,0.7368952,various
4340,478,technical,Shape,Radiant,various
4341,478,technical,Diamond Size(Radiant) mm,6 * 4,various
4342,478,technical,Diamond Count(Radiant),1.0,various
4343,479,technical,SKU Code,S R-19007(0.50),various
4344,479,technical,Diamond Wt,0.66,various
4345,479,technical,Volume,234.68,various
4346,479,technical,Casting wt.,3.684476,various
4347,479,technical,18KT wt.(Gm),2.9475808,various
4348,479,technical,Length,21.1,various
4349,479,technical,Width,6.04,various
4350,479,technical,Reduction,0.7368952,various
4351,479,technical,Shape,Radiant,various
4352,479,technical,Diamond Size(Radiant) mm,6 * 4,various
4353,479,technical,Diamond Count(Radiant),1.0,various
4354,480,technical,SKU Code,S R-19007(0.50),various
4355,480,technical,Diamond Wt,0.66,various
4356,480,technical,Volume,234.68,various
4357,480,technical,Casting wt.,3.684476,various
4358,480,technical,18KT wt.(Gm),2.9475808,various
4359,480,technical,Length,21.1,various
4360,480,technical,Width,6.04,various
4361,480,technical,Reduction,0.7368952,various
4362,480,technical,Shape,Radiant,various
4363,480,technical,Diamond Size(Radiant) mm,6 * 4,various
4364,480,technical,Diamond Count(Radiant),1.0,various
4365,481,technical,SKU Code,S R-19008(0.50),various
4366,481,technical,Diamond Wt,0.48,various
4367,481,technical,Volume,230.23,various
4368,481,technical,Casting wt.,3.614611,various
4369,481,technical,18KT wt.(Gm),2.8916888,various
4370,481,technical,Diamond Count(Heart),1.0,various
4371,481,technical,Length,21.1,various
4372,481,technical,Width,6.12,various
4373,481,technical,Reduction,0.7229222,various
4374,481,technical,Shape,Heart,various
4375,481,technical,Diamond Size(Heart) mm,5.2,various
4376,482,technical,SKU Code,S R-19008(0.50),various
4377,482,technical,Diamond Wt,0.48,various
4378,482,technical,Volume,230.23,various
4379,482,technical,Casting wt.,3.614611,various
4380,482,technical,18KT wt.(Gm),2.8916888,various
4381,482,technical,Diamond Count(Heart),1.0,various
4382,482,technical,Length,21.1,various
4383,482,technical,Width,6.12,various
4384,482,technical,Reduction,0.7229222,various
4385,482,technical,Shape,Heart,various
4386,482,technical,Diamond Size(Heart) mm,5.2,various
4387,483,technical,SKU Code,S R-19008(0.50),various
4388,483,technical,Diamond Wt,0.48,various
4389,483,technical,Volume,230.23,various
4390,483,technical,Casting wt.,3.614611,various
4391,483,technical,18KT wt.(Gm),2.8916888,various
4392,483,technical,Diamond Count(Heart),1.0,various
4393,483,technical,Length,21.1,various
4394,483,technical,Width,6.12,various
4395,483,technical,Reduction,0.7229222,various
4396,483,technical,Shape,Heart,various
4397,483,technical,Diamond Size(Heart) mm,5.2,various
4398,484,technical,SKU Code,S R-19008(0.50),various
4399,484,technical,Diamond Wt,0.48,various
4400,484,technical,Volume,230.23,various
4401,484,technical,Casting wt.,3.614611,various
4402,484,technical,18KT wt.(Gm),2.8916888,various
4403,484,technical,Diamond Count(Heart),1.0,various
4404,484,technical,Length,21.1,various
4405,484,technical,Width,6.12,various
4406,484,technical,Reduction,0.7229222,various
4407,484,technical,Shape,Heart,various
4408,484,technical,Diamond Size(Heart) mm,5.2,various
4409,485,technical,SKU Code,S R-19008(0.50),various
4410,485,technical,Diamond Wt,0.48,various
4411,485,technical,Volume,230.23,various
4412,485,technical,Casting wt.,3.614611,various
4413,485,technical,18KT wt.(Gm),2.8916888,various
4414,485,technical,Diamond Count(Heart),1.0,various
4415,485,technical,Length,21.1,various
4416,485,technical,Width,6.12,various
4417,485,technical,Reduction,0.7229222,various
4418,485,technical,Shape,Heart,various
4419,485,technical,Diamond Size(Heart) mm,5.2,various
4420,486,technical,SKU Code,S R-19008(0.50),various
4421,486,technical,Diamond Wt,0.48,various
4422,486,technical,Volume,230.23,various
4423,486,technical,Casting wt.,3.614611,various
4424,486,technical,18KT wt.(Gm),2.8916888,various
4425,486,technical,Diamond Count(Heart),1.0,various
4426,486,technical,Length,21.1,various
4427,486,technical,Width,6.12,various
4428,486,technical,Reduction,0.7229222,various
4429,486,technical,Shape,Heart,various
4430,486,technical,Diamond Size(Heart) mm,5.2,various
4431,487,technical,SKU Code,S R-19008(0.50),various
4432,487,technical,Diamond Wt,0.48,various
4433,487,technical,Volume,230.23,various
4434,487,technical,Casting wt.,3.614611,various
4435,487,technical,18KT wt.(Gm),2.8916888,various
4436,487,technical,Diamond Count(Heart),1.0,various
4437,487,technical,Length,21.1,various
4438,487,technical,Width,6.12,various
4439,487,technical,Reduction,0.7229222,various
4440,487,technical,Shape,Heart,various
4441,487,technical,Diamond Size(Heart) mm,5.2,various
4442,488,technical,SKU Code,S R-19008(0.50),various
4443,488,technical,Diamond Wt,0.48,various
4444,488,technical,Volume,230.23,various
4445,488,technical,Casting wt.,3.614611,various
4446,488,technical,18KT wt.(Gm),2.8916888,various
4447,488,technical,Diamond Count(Heart),1.0,various
4448,488,technical,Length,21.1,various
4449,488,technical,Width,6.12,various
4450,488,technical,Reduction,0.7229222,various
4451,488,technical,Shape,Heart,various
4452,488,technical,Diamond Size(Heart) mm,5.2,various
4453,489,technical,SKU Code,S R-19008(0.50),various
4454,489,technical,Diamond Wt,0.48,various
4455,489,technical,Volume,230.23,various
4456,489,technical,Casting wt.,3.614611,various
4457,489,technical,18KT wt.(Gm),2.8916888,various
4458,489,technical,Diamond Count(Heart),1.0,various
4459,489,technical,Length,21.1,various
4460,489,technical,Width,6.12,various
4461,489,technical,Reduction,0.7229222,various
4462,489,technical,Shape,Heart,various
4463,489,technical,Diamond Size(Heart) mm,5.2,various
4464,490,technical,SKU Code,S R-19008(0.50),various
